Class,Make,Model,Expire_Date,Rental_Rate,Rw_Delay,Overtime,Class_Desc,Make_Desc,Model_Desc
LDRRT,CAT,'2120,3/31/2026,112.18,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'936F
LDRRT,CAT,'2130,3/31/2026,114.12,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'938F
LDRRT,CAT,'2130G,3/31/2026,129.23,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'938G
LDRRT,CAT,'2228,3/31/2026,86.76,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'950 90A serial
LDRRT,CAT,'2270,3/31/2026,101.3,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'950 31K & 81J serial
LDRRT,CAT,'2272,3/31/2026,123.87,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'950B
LDRRT,CAT,'2300,3/31/2026,131.03,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'950E
LDRRT,CAT,'2301,3/31/2026,138.27,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'950F
LDRRT,CAT,'2303,3/31/2026,142.27,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'950F Series II
LDRRT,CAT,'2310,3/31/2026,152.37,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'950G
LDRRT,CAT,'2310H,3/31/2026,174.96,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'950H
LDRRT,CAT,'2310M,3/31/2026,209.48,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'950M
LDRRT,CAT,'2320G,3/31/2026,167.16,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'962G
LDRRT,CAT,'2340,3/31/2026,145.12,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'966C
LDRRT,CAT,'2350,3/31/2026,162.02,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'966D
LDRRT,CAT,'2360,3/31/2026,178.16,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'966E
LDRRT,CAT,'2361,3/31/2026,182.03,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'966F
LDRRT,CAT,'2362,3/31/2026,202.59,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'966G
LDRRT,CAT,'2362H,3/31/2026,234.12,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'966H
LDRRT,CAT,'2362K,3/31/2026,239.7,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'966K
LDRRT,CAT,'2362M,3/31/2026,257.54,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'966M
LDRRT,CAT,'2370,3/31/2026,212.52,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'970F
LDRRT,CAT,'2372G,3/31/2026,226.36,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'972G
LDRRT,CAT,'2372M,3/31/2026,267.08,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'972M
LDRRT,CAT,'2376,3/31/2026,190.89,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'980B
LDRRT,CAT,'2378,3/31/2026,226.26,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'980C
LDRRT,CAT,'2381,3/31/2026,232.78,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'980F
LDRRT,CAT,'2382,3/31/2026,256.13,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'980G
LDRRT,CAT,'2382H,3/31/2026,277.85,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'980H
LDRRT,CAT,'2385M,3/31/2026,369.75,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'982M
LDRRT,CAT,'2398,3/31/2026,234.46,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'988 87A6868 serial
LDRRT,CAT,'2436,3/31/2026,322.68,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'988B 50W serial
LDRRT,CAT,'2460,3/31/2026,413.34,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'992B 25K serial
LDRRT,CAT,'2470,3/31/2026,612.41,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'992C
LDRRT,CAT,'2472,3/31/2026,52.98,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'IT 12
LDRRT,CAT,'2472B,3/31/2026,61.63,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'IT 12B
LDRRT,CAT,'2473,3/31/2026,71.15,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'IT 14F
LDRRT,CAT,'2474,3/31/2026,67.98,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'IT 18
LDRRT,CAT,'2475,3/31/2026,76.73,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'IT 18B
LDRRT,CAT,'2476,3/31/2026,82.57,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'IT 28
LDRRT,CAT,'2477,3/31/2026,89.04,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'IT 28B
LDRRT,CAT,'2477G,3/31/2026,102.81,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'IT 28F
LDRRT,CAT,'2478,3/31/2026,106.21,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'IT 28G
LDRRT,CAT,'2480,3/31/2026,122.46,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'IT 38G
LDRRT,CAT,'2482,3/31/2026,168.53,0.1,0.9,"Loaders, Rubber Tire",Caterpillar,'IT 62G
LDRRT,CLRK,'2484,3/31/2026,65.56,0.1,0.9,"Loaders, Rubber Tire",Clark,'35C
LDRRT,CLRK,'2486,3/31/2026,76.57,0.1,0.9,"Loaders, Rubber Tire",Clark,'45C
LDRRT,CLRK,'2488,3/31/2026,92.69,0.1,0.9,"Loaders, Rubber Tire",Clark,'55C
LDRRT,CLRK,'2491,3/31/2026,120.43,0.1,0.9,"Loaders, Rubber Tire",Clark,'75C
LDRRT,CLRK,'2492,3/31/2026,156.79,0.1,0.9,"Loaders, Rubber Tire",Clark,'125B
LDRRT,CLRK,'2496,3/31/2026,271.53,0.1,0.9,"Loaders, Rubber Tire",Clark,'275B
LDRRT,CLRK,'2497,3/31/2026,291.56,0.1,0.9,"Loaders, Rubber Tire",Clark,'275C
LDRRT,DEER,'2485,3/31/2026,42.21,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-210C
LDRRT,DEER,'2490,3/31/2026,41.8,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-210C w/ backhoe
LDRRT,DEER,'2495,3/31/2026,54.96,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-210LE
LDRRT,DEER,'2504,3/31/2026,43.87,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-310A w/ backhoe
LDRRT,DEER,'2506,3/31/2026,44.61,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-310B w/ backhoe
LDRRT,DEER,'2507,3/31/2026,49.31,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-310C w/ backhoe
LDRRT,DEER,'2507D,3/31/2026,55.07,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-310D w/ backhoe
LDRRT,DEER,'2507E,3/31/2026,56.25,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-310E w/ backhoe
LDRRT,DEER,'2507F,3/31/2026,63.06,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-310SE w/ backhoe
LDRRT,DEER,'2507G,3/31/2026,57.73,0.1,0.9,"Loaders, Rubber Tire",John Deere,'310G
LDRRT,DEER,'2507H,3/31/2026,63.74,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-315SE w/ backhoe
LDRRT,DEER,'2508,3/31/2026,47.75,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-410 w/ backhoe
LDRRT,DEER,'2508B,3/31/2026,48.5,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-410B w/ backhoe
LDRRT,DEER,'2508C,3/31/2026,57.29,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-410C w/ backhoe
LDRRT,DEER,'2508D,3/31/2026,67.57,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-410D w/ backhoe
LDRRT,DEER,'2508E,3/31/2026,71.03,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-410E w/ backhoe
LDRRT,DEER,'2508G,3/31/2026,72.58,0.1,0.9,"Loaders, Rubber Tire",John Deere,'410G
LDRRT,DEER,'2508J,3/31/2026,82.54,0.1,0.9,"Loaders, Rubber Tire",John Deere,'410J 4WD
LDRRT,DEER,'2508K,3/31/2026,88.65,0.1,0.9,"Loaders, Rubber Tire",John Deere,'410K
LDRRT,DEER,'2510,3/31/2026,63.88,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-444
LDRRT,DEER,'2515,3/31/2026,66.02,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-444C
LDRRT,DEER,'2520,3/31/2026,68.4,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-444D
LDRRT,DEER,'2521,3/31/2026,73.88,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-444E
LDRRT,DEER,'2592,3/31/2026,61.93,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-500C w/ backhoe
LDRRT,DEER,'2620,3/31/2026,58.25,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-510 w/ backhoe
LDRRT,DEER,'2625,3/31/2026,55.09,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-510B w/ backhoe
LDRRT,DEER,'2630,3/31/2026,65.35,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-510C w/ backhoe
LDRRT,DEER,'2630D,3/31/2026,76.55,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-510D w/ backhoe
LDRRT,DEER,'2660B,3/31/2026,79.12,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-544B
LDRRT,DEER,'2660C,3/31/2026,80.86,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-544C
LDRRT,DEER,'2660D,3/31/2026,79.69,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-544D
LDRRT,DEER,'2660E,3/31/2026,87.99,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-544E
LDRRT,DEER,'2660G,3/31/2026,96.01,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-544G
LDRRT,DEER,'2660J,3/31/2026,124.36,0.1,0.9,"Loaders, Rubber Tire",John Deere,'544J
LDRRT,DEER,'2660K,3/31/2026,138.97,0.1,0.9,"Loaders, Rubber Tire",John Deere,'544K
LDRRT,DEER,'2690,3/31/2026,62.99,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-610B w/ backhoe
LDRRT,DEER,'2691,3/31/2026,72.37,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-610C w/ backhoe
LDRRT,DEER,'2700,3/31/2026,104.96,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-624E
LDRRT,DEER,'2700G,3/31/2026,117.69,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-624G
LDRRT,DEER,'2700H,3/31/2026,129.01,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-624H
LDRRT,DEER,'2710,3/31/2026,109.36,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-644B
LDRRT,DEER,'2715,3/31/2026,112.51,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-644C
LDRRT,DEER,'2717,3/31/2026,117.02,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-644D
LDRRT,DEER,'2719,3/31/2026,125.46,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-644E
LDRRT,DEER,'2719B,3/31/2026,140.88,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-644G
LDRRT,DEER,'2719H,3/31/2026,150.54,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-644H
LDRRT,DEER,'2719J,3/31/2026,164.88,0.1,0.9,"Loaders, Rubber Tire",John Deere,'644J
LDRRT,DEER,'2720,3/31/2026,80.99,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-710B w/ backhoe
LDRRT,DEER,'2721,3/31/2026,89.74,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-710C w/ backhoe
LDRRT,DEER,'2722,3/31/2026,96.2,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-710D w/ backhoe
LDRRT,DEER,'2722D,3/31/2026,98.3,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-710D 4WD w/ backhoe
LDRRT,DEER,'2722G,3/31/2026,101.37,0.1,0.9,"Loaders, Rubber Tire",John Deere,'710G
LDRRT,DEER,'2723,3/31/2026,204.19,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-744H
LDRRT,DEER,'2723J,3/31/2026,238.22,0.1,0.9,"Loaders, Rubber Tire",John Deere,'744J
LDRRT,DEER,'2725,3/31/2026,201.08,0.1,0.9,"Loaders, Rubber Tire",John Deere,'JD-844
LDRRT,DRES,'2310,3/31/2026,61.78,0.1,0.9,"Loaders, Rubber Tire",Dresser,'510B
LDRRT,DRES,'2310C,3/31/2026,81.97,0.1,0.9,"Loaders, Rubber Tire",Dresser,'510C
LDRRT,DRES,'3517,3/31/2026,80.41,0.1,0.9,"Loaders, Rubber Tire",Dresser,'515B
LDRRT,DRES,'3517C,3/31/2026,96.68,0.1,0.9,"Loaders, Rubber Tire",Dresser,'515C
LDRRT,DRES,'3519,3/31/2026,92.77,0.1,0.9,"Loaders, Rubber Tire",Dresser,'520B
LDRRT,DRES,'3519C,3/31/2026,115.06,0.1,0.9,"Loaders, Rubber Tire",Dresser,'520C
LDRRT,DRES,'3520,3/31/2026,129.51,0.1,0.9,"Loaders, Rubber Tire",Dresser,'530
LDRRT,DRES,'3520C,3/31/2026,138.94,0.1,0.9,"Loaders, Rubber Tire",Dresser,'530C
LDRRT,DRES,'3530,3/31/2026,174.78,0.1,0.9,"Loaders, Rubber Tire",Dresser,'540
LDRRT,DRES,'3540,3/31/2026,175.35,0.1,0.9,"Loaders, Rubber Tire",Dresser,'550
LDRRT,F-A,'3042,3/31/2026,76.36,0.1,0.9,"Loaders, Rubber Tire",Fiat-Allis,'545B
LDRRT,F-A,'3046,3/31/2026,150.09,0.1,0.9,"Loaders, Rubber Tire",Fiat-Allis,'745C
LDRRT,F-A,'3049H,3/31/2026,80.27,0.1,0.9,"Loaders, Rubber Tire",Fiat-Allis,'FR 10
LDRRT,F-A,'3049I,3/31/2026,86.74,0.1,0.9,"Loaders, Rubber Tire",Fiat-Allis,'FR 10B
LDRRT,F-A,'3050,3/31/2026,167.78,0.1,0.9,"Loaders, Rubber Tire",Fiat-Allis,'FR 20
LDRRT,F-A,'3051,3/31/2026,218.43,0.1,0.9,"Loaders, Rubber Tire",Fiat-Allis,'FR 30
LDRRT,F-A,'3051B,3/31/2026,185.36,0.1,0.9,"Loaders, Rubber Tire",Fiat-Allis,'FR 20B
LDRRT,F-A,'3052,3/31/2026,287.98,0.1,0.9,"Loaders, Rubber Tire",Fiat-Allis,'FR 35
LDRRT,FORD,'3054,3/31/2026,45.44,0.1,0.9,"Loaders, Rubber Tire",Ford,'545C
LDRRT,FORD,'3056,3/31/2026,50.49,0.1,0.9,"Loaders, Rubber Tire",Ford,'650 w/ backhoe
LDRRT,FORD,'3056F,3/31/2026,55.4,0.1,0.9,"Loaders, Rubber Tire",Ford,'655A w/ backhoe
LDRRT,FORD,'3056G,3/31/2026,60.2,0.1,0.9,"Loaders, Rubber Tire",Ford,'655C w/ backhoe
LDRRT,FORD,'3057,3/31/2026,65.49,0.1,0.9,"Loaders, Rubber Tire",Ford,'750 w/ backhoe
LDRRT,FORD,'3061,3/31/2026,68.92,0.1,0.9,"Loaders, Rubber Tire",Ford,'755 w/ backhoe
LDRRT,FORD,'3063,3/31/2026,78.23,0.1,0.9,"Loaders, Rubber Tire",Ford,'755B w/ backhoe
LDRRT,FORD,'3065,3/31/2026,76.72,0.1,0.9,"Loaders, Rubber Tire",Ford,'755A w/ backhoe
LDRRT,FORD,'3114,3/31/2026,67.54,0.1,0.9,"Loaders, Rubber Tire",Ford,'A-62
LDRRT,FORD,'3116,3/31/2026,82,0.1,0.9,"Loaders, Rubber Tire",Ford,'A-64
LDRRT,FORD,'3118,3/31/2026,106.33,0.1,0.9,"Loaders, Rubber Tire",Ford,'A-66
LDRRT,FURU,'3120M,3/31/2026,151.52,0.1,0.9,"Loaders, Rubber Tire",Furukawa,'FL 320A
LDRRT,FURU,'3120S,3/31/2026,165.03,0.1,0.9,"Loaders, Rubber Tire",Furukawa,'FL 330
LDRRT,HOUG,'3578,3/31/2026,106.39,0.1,0.9,"Loaders, Rubber Tire",Hough,'H65C
LDRRT,HOUG,'3884,3/31/2026,182.08,0.1,0.9,"Loaders, Rubber Tire",Hough,'H-90E
LDRRT,HOUG,'3954,3/31/2026,215.37,0.1,0.9,"Loaders, Rubber Tire",Hough,'H-100C
LDRRT,INTL,'2260,3/31/2026,49.14,0.1,0.9,"Loaders, Rubber Tire",International,'260A
LDRRT,INTL,'2270,3/31/2026,50.92,0.1,0.9,"Loaders, Rubber Tire",International,'260A w/ backhoe
LDRRT,INTL,'2280,3/31/2026,56.09,0.1,0.9,"Loaders, Rubber Tire",International,'270A w/ backhoe
LDRRT,INTL,'2285,3/31/2026,68.19,0.1,0.9,"Loaders, Rubber Tire",International,'280A w/ backhoe
LDRRT,JCB,'4430,3/31/2026,66.24,0.1,0.9,"Loaders, Rubber Tire",J C B,'214S w/ backhoe
LDRRT,JCB,'4435,3/31/2026,72.56,0.1,0.9,"Loaders, Rubber Tire",J C B,'215S w/ backhoe
LDRRT,JCB,'4440,3/31/2026,76.13,0.1,0.9,"Loaders, Rubber Tire",J C B,'217S w/ backhoe
LDRRT,JCB,'4448,3/31/2026,47.49,0.1,0.9,"Loaders, Rubber Tire",J C B,'3C 1550 2WD w/ hoe
LDRRT,JCB,'4450,3/31/2026,63,0.1,0.9,"Loaders, Rubber Tire",J C B,'3D 1700 4WD w/ hoe
LDRRT,JCB,'4455,3/31/2026,53.76,0.1,0.9,"Loaders, Rubber Tire",J C B,'1400B w/ backhoe
LDRRT,JCB,'4457,3/31/2026,61.53,0.1,0.9,"Loaders, Rubber Tire",J C B,'1550B w/ backhoe
LDRRT,JCB,'4458,3/31/2026,70.65,0.1,0.9,"Loaders, Rubber Tire",J C B,'1600B w/ backhoe
LDRRT,JCB,'4459,3/31/2026,71.81,0.1,0.9,"Loaders, Rubber Tire",J C B,'1700B w/ backhoe
LDRRT,KAWA,'4300,3/31/2026,89.59,0.1,0.9,"Loaders, Rubber Tire",Kawasaki,'60Z IV
LDRRT,KAWA,'4310,3/31/2026,100.03,0.1,0.9,"Loaders, Rubber Tire",Kawasaki,'65Z IV
LDRRT,KAWA,'4330,3/31/2026,130.11,0.1,0.9,"Loaders, Rubber Tire",Kawasaki,'KSS 80Z II
LDRRT,KAWA,'4335,3/31/2026,149.2,0.1,0.9,"Loaders, Rubber Tire",Kawasaki,'80Z III
LDRRT,KAWA,'4340,3/31/2026,151.44,0.1,0.9,"Loaders, Rubber Tire",Kawasaki,'80Z IV
LDRRT,KAWA,'4345,3/31/2026,190.81,0.1,0.9,"Loaders, Rubber Tire",Kawasaki,'85Z IV
LDRRT,KAWA,'4350,3/31/2026,211.77,0.1,0.9,"Loaders, Rubber Tire",Kawasaki,'90Z III
LDRRT,KAWA,'4355,3/31/2026,216.2,0.1,0.9,"Loaders, Rubber Tire",Kawasaki,'90Z IV
LDRRT,KAWA,'4360,3/31/2026,275.28,0.1,0.9,"Loaders, Rubber Tire",Kawasaki,'95Z IV-2
LDRRT,KOMA,'4520,3/31/2026,153.17,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'W 120-3
LDRRT,KOMA,'4525,3/31/2026,216.56,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'W 180-1
LDRRT,KOMA,'4536,3/31/2026,85.76,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 200-1
LDRRT,KOMA,'4537,3/31/2026,116.88,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 250-1
LDRRT,KOMA,'4538,3/31/2026,112.24,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 300-1
LDRRT,KOMA,'4539,3/31/2026,136.41,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 320-1
LDRRT,KOMA,'4540,3/31/2026,131.65,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 350-1
LDRRT,KOMA,'4541,3/31/2026,162.25,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 380-1
LDRRT,KOMA,'4541C,3/31/2026,161.19,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 380-3
LDRRT,KOMA,'4542,3/31/2026,157.38,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 400-1
LDRRT,KOMA,'4543C,3/31/2026,184.95,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 420-3
LDRRT,KOMA,'4544,3/31/2026,194.37,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 450-1
LDRRT,KOMA,'4544B,3/31/2026,218.58,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 450-2
LDRRT,KOMA,'4544C,3/31/2026,220.73,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 450-3
LDRRT,KOMA,'4545,3/31/2026,213.48,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 470-1
LDRRT,KOMA,'4546,3/31/2026,254.6,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 500-1
LDRRT,KOMA,'4550,3/31/2026,375.04,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WA 600-1
LDRRT,KOMA,'4700,3/31/2026,69.12,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WB 140-2 4WD
LDRRT,KOMA,'4710,3/31/2026,79.49,0.1,0.9,"Loaders, Rubber Tire",Komatsu,'WB 150-2 4WD
LDRRT,M-F,'5143,3/31/2026,82.67,0.1,0.9,"Loaders, Rubber Tire",Massey Ferguson,'MF 44C
LDRRT,M-F,'5150,3/31/2026,49.21,0.1,0.9,"Loaders, Rubber Tire",Massey Ferguson,'MF 50H Series S
LDRRT,M-F,'5152,3/31/2026,49.95,0.1,0.9,"Loaders, Rubber Tire",Massey Ferguson,"'MF 50H  Series S, 4WD"
LDRRT,M-F,'5154,3/31/2026,53.17,0.1,0.9,"Loaders, Rubber Tire",Massey Ferguson,'MF 50HX Series S
LDRRT,M-F,'5156,3/31/2026,54.11,0.1,0.9,"Loaders, Rubber Tire",Massey Ferguson,"'MF 50HX Series S, 4WD"
LDRRT,M-F,'5170,3/31/2026,105.96,0.1,0.9,"Loaders, Rubber Tire",Massey Ferguson,'MF 55C
LDRRT,M-F,'5171,3/31/2026,51.46,0.1,0.9,"Loaders, Rubber Tire",Massey Ferguson,'MF 60 w/ backhoe
LDRRT,M-F,'5172,3/31/2026,55.61,0.1,0.9,"Loaders, Rubber Tire",Massey Ferguson,'MF 60H Series S w/ hoe
LDRRT,M-F,'5174,3/31/2026,134.73,0.1,0.9,"Loaders, Rubber Tire",Massey Ferguson,'MF 66C
LDRRT,M-F,'5182,3/31/2026,73.83,0.1,0.9,"Loaders, Rubber Tire",Massey Ferguson,'MF 80 w/ backhoe
LDRRT,M-F,'5184,3/31/2026,213.96,0.1,0.9,"Loaders, Rubber Tire",Massey Ferguson,'MF 88
LDRRT,M-F,'6000,3/31/2026,49.28,0.1,0.9,"Loaders, Rubber Tire",Massey Ferguson,'640
LDRRT,M-F,'6010,3/31/2026,52.84,0.1,0.9,"Loaders, Rubber Tire",Massey Ferguson,'650
LDRRT,NHND,'0100,3/31/2026,47.06,0.1,0.9,"Loaders, Rubber Tire",New Holland,'545D
LDRRT,NHND,'0110,3/31/2026,65.69,0.1,0.9,"Loaders, Rubber Tire",New Holland,'575E w/ backhoe
LDRRT,NHND,'0120,3/31/2026,58.88,0.1,0.9,"Loaders, Rubber Tire",New Holland,'655D w/ backhoe
LDRRT,NHND,'0130,3/31/2026,70.33,0.1,0.9,"Loaders, Rubber Tire",New Holland,'655E w/ backhoe
LDRRT,NHND,'0140,3/31/2026,67.9,0.1,0.9,"Loaders, Rubber Tire",New Holland,'675D 4WD w/ backhoe
LDRRT,NHND,'0150,3/31/2026,80.31,0.1,0.9,"Loaders, Rubber Tire",New Holland,'675E 4WD w/ backhoe
LDRRT,TERX,'7938,3/31/2026,190.78,0.1,0.9,"Loaders, Rubber Tire",Terex,'70C
LDRRT,TERX,'8036,3/31/2026,234.78,0.1,0.9,"Loaders, Rubber Tire",Terex,'72-61
LDRRT,TERX,'8055,3/31/2026,304.36,0.1,0.9,"Loaders, Rubber Tire",Terex,'72-71B
LDRRT,TERX,'8080,3/31/2026,356.14,0.1,0.9,"Loaders, Rubber Tire",Terex,'72-81
LDRRT,VME,'6186,3/31/2026,195.9,0.1,0.9,"Loaders, Rubber Tire",Volvo-Michigan-Euclid,'175B
LDRRT,VME,'6186C,3/31/2026,219.77,0.1,0.9,"Loaders, Rubber Tire",Volvo-Michigan-Euclid,'175C
LDRRT,VME,'6330,3/31/2026,248.64,0.1,0.9,"Loaders, Rubber Tire",Volvo-Michigan-Euclid,'275B
LDRRT,VME,'6330C,3/31/2026,291.56,0.1,0.9,"Loaders, Rubber Tire",Volvo-Michigan-Euclid,'275C
LDRRT,VME,'9570C,3/31/2026,98.48,0.1,0.9,"Loaders, Rubber Tire",Volvo-Michigan-Euclid,'L-70C
LDRRT,VME,'9575,3/31/2026,117.84,0.1,0.9,"Loaders, Rubber Tire",Volvo-Michigan-Euclid,'L-90
LDRRT,VME,'9595,3/31/2026,153.22,0.1,0.9,"Loaders, Rubber Tire",Volvo-Michigan-Euclid,'L-120
LDRRT,VME,'9595C,3/31/2026,159.44,0.1,0.9,"Loaders, Rubber Tire",Volvo-Michigan-Euclid,'L-120C
LDRRT,VME,'9598C,3/31/2026,197.74,0.1,0.9,"Loaders, Rubber Tire",Volvo-Michigan-Euclid,'L-150C
LDRRT,VME,'9600,3/31/2026,205.44,0.1,0.9,"Loaders, Rubber Tire",Volvo-Michigan-Euclid,'L-160
LDRRT,VME,'9602C,3/31/2026,221.39,0.1,0.9,"Loaders, Rubber Tire",Volvo-Michigan-Euclid,'L-180C
LDRRT,VME,'9605,3/31/2026,238.31,0.1,0.9,"Loaders, Rubber Tire",Volvo-Michigan-Euclid,'L-190
LDRRT,VME,'9606G,3/31/2026,354.43,0.1,0.9,"Loaders, Rubber Tire",Volvo-Michigan-Euclid,'L-250G
LEADS,FIXD,'0100,3/31/2026,26.41,0.46,0.59,"Leads, Pile Driving",Fixed,'0                  16.8  (55)    (w/o spotter)
LEADS,FIXD,'0200,3/31/2026,33.65,0.46,0.59,"Leads, Pile Driving",Fixed,'16.8 (55)      32.0 (105)   (w/o spotter)
LEADS,FIXD,'0300,3/31/2026,42.14,0.46,0.59,"Leads, Pile Driving",Fixed,'over             32.0 (105)   (w/o spotter)
LEADS,FIXD,'1100,3/31/2026,44.68,0.46,0.59,"Leads, Pile Driving",Fixed,'0                  16.8   (55)   (w/ spotter)
LEADS,FIXD,'1200,3/31/2026,53.29,0.46,0.59,"Leads, Pile Driving",Fixed,'16.8 (55)      32.0 (105)   (w/ spotter)
LEADS,FIXD,'1300,3/31/2026,63.16,0.46,0.59,"Leads, Pile Driving",Fixed,'over             32.0 (105)   (w/ spotter)
LEADS,SWNG,'0400,3/31/2026,17.5,0.46,0.59,"Leads, Pile Driving",Swinging,'0                  16.8   (55)   (w/o spotter)
