Class,Make,Model,Expire_Date,Rental_Rate,Rw_Delay,Overtime,Class_Desc,Make_Desc,Model_Desc
AIRCP,PORT,'000-004,3/31/2026,6.49,0.14,0.88,Air Compressor,Portable,'0                       19     (40)
AIRCP,PORT,'004-016,3/31/2026,24.14,0.14,0.88,Air Compressor,Portable,'19      (40)         76   (160)
AIRCP,PORT,'016-025,3/31/2026,26.18,0.14,0.88,Air Compressor,Portable,'76     (160)      118   (250)
AIRCP,PORT,'025-045,3/31/2026,45.6,0.14,0.88,Air Compressor,Portable,'118   (250)       212   (450)
AIRCP,PORT,'045-075,3/31/2026,75.35,0.14,0.88,Air Compressor,Portable,'212   (450)       354   (750)
AIRCP,PORT,'075-120,3/31/2026,110.14,0.14,0.88,Air Compressor,Portable,'354   (750)       566 (1200)
AIRCP,PORT,'120-150,3/31/2026,143.41,0.14,0.88,Air Compressor,Portable,'566 (1200)       708 (1500)
AIRDL,CLR,'0-4,3/31/2026,34.11,0.48,0.56,"Air Drills, Crawler",Crawler Drills,'0                       100    (4)
AIRDL,CLR,'5,3/31/2026,34.94,0.48,0.56,"Air Drills, Crawler",Crawler Drills,'100  (4)              & Over
AIRTO,ATOL,'0-10,3/31/2026,0.52,0.62,0.4,Air Tools,Air Tools,'0                      4.5     (10)
AIRTO,ATOL,'10-20,3/31/2026,0.57,0.62,0.4,Air Tools,Air Tools,'4.5   (10)          9.1     (20)
AIRTO,ATOL,'20-30,3/31/2026,1.03,0.62,0.4,Air Tools,Air Tools,'9.1   (20)         13.6    (30)
AIRTO,ATOL,'30-40,3/31/2026,1.2,0.62,0.4,Air Tools,Air Tools,'13.6 (30)         18.1    (40)
AIRTO,ATOL,'40-60,3/31/2026,1.3,0.62,0.4,Air Tools,Air Tools,'18.1 (40)         27.2    (60)
AIRTO,ATOL,'60,3/31/2026,1.84,0.62,0.4,Air Tools,Air Tools,'27.2 (60)            & Over
ASDSP,ACDC,'4050,3/31/2026,100.92,0.11,0.92,Asphalt Dike & Shoulder Pavers,A.C. Dike Company,'No. 1
ASDSP,ACDC,'4052,3/31/2026,75.49,0.11,0.92,Asphalt Dike & Shoulder Pavers,A.C. Dike Company,'No. 2
ASDSP,ACDC,'4054,3/31/2026,94.32,0.11,0.92,Asphalt Dike & Shoulder Pavers,A.C. Dike Company,"'Nos. 43, 44"
ASDSP,APCO,'4000,3/31/2026,128.77,0.11,0.92,Asphalt Dike & Shoulder Pavers,Asphalt Paving Company,'E-1
ASDSP,APCO,'4002,3/31/2026,231.42,0.11,0.92,Asphalt Dike & Shoulder Pavers,Asphalt Paving Company,"'E-2, E3"
ASDSP,B-K,'4075,3/31/2026,87.91,0.11,0.92,Asphalt Dike & Shoulder Pavers,Blaw-Knox,'RW-35 / 38
ASDSP,B-K,'4077,3/31/2026,50.44,0.11,0.92,Asphalt Dike & Shoulder Pavers,Blaw-Knox,'RW-85
ASDSP,B-K,'4079,3/31/2026,80.5,0.11,0.92,Asphalt Dike & Shoulder Pavers,Blaw-Knox,'RW-95
ASDSP,B-K,'4081,3/31/2026,128.73,0.11,0.92,Asphalt Dike & Shoulder Pavers,Blaw-Knox,'RW-100
ASDSP,B-K,'4083,3/31/2026,179.13,0.11,0.92,Asphalt Dike & Shoulder Pavers,Blaw-Knox,'RW-195D
ASDSP,DLTA,'4095,3/31/2026,177.81,0.11,0.92,Asphalt Dike & Shoulder Pavers,Delta,'DC-1
ASPAV,B-G,'0805,3/31/2026,108.15,0.16,0.87,Asphalt Pavers,Barber-Greene,'BG 220
ASPAV,B-G,'0810,3/31/2026,115.99,0.16,0.87,Asphalt Pavers,Barber-Greene,'BG 225
ASPAV,B-G,'0815,3/31/2026,128.23,0.16,0.87,Asphalt Pavers,Barber-Greene,'BG 240
ASPAV,B-G,'0820,3/31/2026,138.5,0.16,0.87,Asphalt Pavers,Barber-Greene,'BG 245
ASPAV,B-G,'0825,3/31/2026,168.63,0.16,0.87,Asphalt Pavers,Barber-Greene,'BG 260
ASPAV,B-G,'0826,3/31/2026,209.65,0.16,0.87,Asphalt Pavers,Barber-Greene,'BG 260B
ASPAV,B-G,'0830,3/31/2026,186.88,0.16,0.87,Asphalt Pavers,Barber-Greene,'BG 265
ASPAV,B-G,'0905,3/31/2026,138.29,0.16,0.87,Asphalt Pavers,Barber-Greene,"'RT 435, 4wd"
ASPAV,B-G,'0925,3/31/2026,131.54,0.16,0.87,Asphalt Pavers,Barber-Greene,"'RT 445, 4wd"
ASPAV,B-G,'0945,3/31/2026,129.5,0.16,0.87,Asphalt Pavers,Barber-Greene,"'RT 455, 4wd"
ASPAV,B-G,'0955,3/31/2026,133.44,0.16,0.87,Asphalt Pavers,Barber-Greene,"'RT 455, 4wd, 10-20' screed"
ASPAV,B-G,'0965,3/31/2026,174.83,0.16,0.87,Asphalt Pavers,Barber-Greene,"'RT 465, 4wd"
ASPAV,B-G,'1419E,3/31/2026,104.03,0.16,0.87,Asphalt Pavers,Barber-Greene,'SA 125
ASPAV,B-G,'1420,3/31/2026,128.48,0.16,0.87,Asphalt Pavers,Barber-Greene,'SB 131
ASPAV,B-G,'1425,3/31/2026,161.38,0.16,0.87,Asphalt Pavers,Barber-Greene,'SB 140
ASPAV,B-G,'1430,3/31/2026,111.84,0.16,0.87,Asphalt Pavers,Barber-Greene,'SA 141
ASPAV,B-G,'1432,3/31/2026,135.78,0.16,0.87,Asphalt Pavers,Barber-Greene,'SA 145
ASPAV,B-G,'1435,3/31/2026,173.53,0.16,0.87,Asphalt Pavers,Barber-Greene,'SA 150
ASPAV,B-G,'1440,3/31/2026,180.05,0.16,0.87,Asphalt Pavers,Barber-Greene,'SB 170
ASPAV,B-K,'1490,3/31/2026,49.21,0.16,0.87,Asphalt Pavers,Blaw-Knox,'PF-22
ASPAV,B-K,'1550,3/31/2026,88.62,0.16,0.87,Asphalt Pavers,Blaw-Knox,'PF-35
ASPAV,B-K,'1750,3/31/2026,132.71,0.16,0.87,Asphalt Pavers,Blaw-Knox,'PF-115
ASPAV,B-K,'2010,3/31/2026,125.1,0.16,0.87,Asphalt Pavers,Blaw-Knox,'PF-120H
ASPAV,B-K,'2090,3/31/2026,185.58,0.16,0.87,Asphalt Pavers,Blaw-Knox,'PF-171
ASPAV,B-K,'2100,3/31/2026,90.06,0.16,0.87,Asphalt Pavers,Blaw-Knox,'PF-180
ASPAV,B-K,'2204,3/31/2026,195.75,0.16,0.87,Asphalt Pavers,Blaw-Knox,'PF-180H
ASPAV,B-K,'2250,3/31/2026,198.01,0.16,0.87,Asphalt Pavers,Blaw-Knox,'PF-200
ASPAV,B-K,'2252,3/31/2026,201.06,0.16,0.87,Asphalt Pavers,Blaw-Knox,"'PF-200, 18' screed"
ASPAV,B-K,'2300,3/31/2026,203.18,0.16,0.87,Asphalt Pavers,Blaw-Knox,'PF-220
ASPAV,B-K,'2350,3/31/2026,173.57,0.16,0.87,Asphalt Pavers,Blaw-Knox,'PF-400A
ASPAV,B-K,'2404,3/31/2026,220.11,0.16,0.87,Asphalt Pavers,Blaw-Knox,'PF-500
ASPAV,B-K,'2406,3/31/2026,223.37,0.16,0.87,Asphalt Pavers,Blaw-Knox,"'PF-500, 18' screed"
ASPAV,B-K,'2407,3/31/2026,229.08,0.16,0.87,Asphalt Pavers,Blaw-Knox,"'PF-510, 18' screed"
ASPAV,B-K,'2408,3/31/2026,187.01,0.16,0.87,Asphalt Pavers,Blaw-Knox,"'PF-3172, 18' screed"
ASPAV,B-K,'2410,3/31/2026,255.94,0.16,0.87,Asphalt Pavers,Blaw-Knox,'PF-3200
ASPAV,B-K,'2415,3/31/2026,268.37,0.16,0.87,Asphalt Pavers,Blaw-Knox,'PF-5510
ASPAV,CAT,'2420,3/31/2026,57.6,0.16,0.87,Asphalt Pavers,Caterpillar,'AP-200
ASPAV,CAT,'2430,3/31/2026,138.14,0.16,0.87,Asphalt Pavers,Caterpillar,'AP-800
ASPAV,CAT,'2431,3/31/2026,213.23,0.16,0.87,Asphalt Pavers,Caterpillar,'AP-1050
ASPAV,CAT,'2435,3/31/2026,209.38,0.16,0.87,Asphalt Pavers,Caterpillar,'AP-1000
ASPAV,CAT,'2436,3/31/2026,215.7,0.16,0.87,Asphalt Pavers,Caterpillar,'AP-1000 4wd
ASPAV,CAT,'2438,3/31/2026,263.11,0.16,0.87,Asphalt Pavers,Caterpillar,'AP-1055B
ASPAV,CAT,'2438D,3/31/2026,335.21,0.16,0.87,Asphalt Pavers,Caterpillar,'AP-1055D
ASPAV,CAT,'2440,3/31/2026,179.15,0.16,0.87,Asphalt Pavers,Caterpillar,'AP-1200
ASPAV,CEDR,'2550,3/31/2026,117.75,0.16,0.87,Asphalt Pavers,Cedar Rapids,'BSF-2H
ASPAV,CEDR,'2600,3/31/2026,132.5,0.16,0.87,Asphalt Pavers,Cedar Rapids,'BSF-3R
ASPAV,CEDR,'2668A,3/31/2026,180.25,0.16,0.87,Asphalt Pavers,Cedar Rapids,'CR-351
ASPAV,CEDR,'2668B,3/31/2026,185.28,0.16,0.87,Asphalt Pavers,Cedar Rapids,'CR-351 4wd
ASPAV,CEDR,'2668R,3/31/2026,215.79,0.16,0.87,Asphalt Pavers,Cedar Rapids,'CR-361R (RUBBER TRACK)
ASPAV,CEDR,'2669,3/31/2026,152.78,0.16,0.87,Asphalt Pavers,Cedar Rapids,'CR-431
ASPAV,CEDR,'2670,3/31/2026,242.34,0.16,0.87,Asphalt Pavers,Cedar Rapids,'CR-551
ASPAV,CEDR,'2672,3/31/2026,240.1,0.16,0.87,Asphalt Pavers,Cedar Rapids,'CR-461
ASPAV,CEDR,'2674,3/31/2026,252.83,0.16,0.87,Asphalt Pavers,Cedar Rapids,'CR-561
ASPAV,LYTN,'2680,3/31/2026,27.98,0.16,0.87,Asphalt Pavers,Layton,'F-525
ASPAV,LYTN,'2682,3/31/2026,30.6,0.16,0.87,Asphalt Pavers,Layton,'D-550
ASPAV,LYTN,'2684,3/31/2026,7.53,0.16,0.87,Asphalt Pavers,Layton,'H-500B
ASPWP,ATHY,'5000,3/31/2026,124.03,0.07,0.95,Asphalt Windrow Pickup Machine,Athey,'7-11
ASPWP,B-G,'5100,3/31/2026,82.42,0.07,0.95,Asphalt Windrow Pickup Machine,Barber-Greene,'BG-610H
ASPWP,CAT,'5200,3/31/2026,94.59,0.07,0.95,Asphalt Windrow Pickup Machine,Caterpillar,'WE-601B
ASPWP,CLAR,'5300,3/31/2026,71.9,0.07,0.95,Asphalt Windrow Pickup Machine,Clark'S Welding Company,'500
ASPWP,CLAR,'5304,3/31/2026,68.94,0.07,0.95,Asphalt Windrow Pickup Machine,Clark'S Welding Company,'601
ASPWP,CLAR,'5305,3/31/2026,125.7,0.07,0.95,Asphalt Windrow Pickup Machine,Clark'S Welding Company,'Lincoln 660
ASPWP,CMI,'5405,3/31/2026,119.77,0.07,0.95,Asphalt Windrow Pickup Machine,C.M.I.,'851
ATTCH,A,'C1,3/31/2026,5.57,0.46,0.59,Attachments,A,'Clam action bucket 1 CY & Less
ATTCH,A,'C2,3/31/2026,9.79,0.46,0.59,Attachments,A,'Clam action Over 1 CY to 2 CY
ATTCH,A,'C3,3/31/2026,14.18,0.46,0.59,Attachments,A,'Clam action Over 2 CY to 3.5 CY
ATTCH,A,'C4,3/31/2026,20.21,0.46,0.59,Attachments,A,'Clam action Over 3.5 CY to 5 CY
ATTCH,A,'C5,3/31/2026,27.94,0.46,0.59,Attachments,A,'Clam action bucket Over 5 CY
ATTCH,A,'R1,3/31/2026,3.36,0.46,0.59,Attachments,A,'Ripper on No. 1 models
ATTCH,A,'R2,3/31/2026,4.39,0.46,0.59,Attachments,A,'Ripper on No. 2 models
ATTCH,A,'R3,3/31/2026,7.32,0.46,0.59,Attachments,A,'Ripper on No. 3 models
ATTCH,A,'R4,3/31/2026,8.27,0.46,0.59,Attachments,A,'Ripper on No. 4 models
ATTCH,A,'R5,3/31/2026,13.56,0.46,0.59,Attachments,A,'Ripper on No. 5 models
ATTCH,A,'R6,3/31/2026,21.44,0.46,0.59,Attachments,A,'Ripper on No. 6 models
ATTCH,A,'R7,3/31/2026,24.87,0.46,0.59,Attachments,A,'Ripper on No. 7 models
ATTCH,A,'R8,3/31/2026,41.47,0.46,0.59,Attachments,A,'Ripper on No. 8 models
ATTCH,A,'S1,3/31/2026,3.98,0.46,0.59,Attachments,A,'Winch on No. 1 models
ATTCH,A,'S2,3/31/2026,5.94,0.46,0.59,Attachments,A,'Winch on No. 2 models
ATTCH,A,'S3,3/31/2026,7.86,0.46,0.59,Attachments,A,'Winch on No. 3 models
ATTCH,A,'S4,3/31/2026,10.09,0.46,0.59,Attachments,A,'Winch on No. 4 models
ATTCH,A,'S5,3/31/2026,17.68,0.46,0.59,Attachments,A,'Winch on No. 5 models
ATTCH,A,'TG,3/31/2026,1.15,0.46,0.59,Attachments,A,'Lift gate
ATTCH,A,'TP,3/31/2026,7.9,0.46,0.59,Attachments,A,"'Pump, water truck only"
ATTCH,A,'TW,3/31/2026,0.42,0.46,0.59,Attachments,A,"'Winch, truck"
ATTCH,A,'WH,3/31/2026,0.02,0.46,0.59,Attachments,A,'Gas welding hose per 15.2 m (50 lf)
ATTCH,A,'WL,3/31/2026,0.24,0.46,0.59,Attachments,A,'Elec welding lead per 30.5 m (100 lf)
AUGCL,BYSH,'1500,3/31/2026,141.11,0.27,0.75,"Augers, Crawler Mounted",Bayshore,'8400 TD limited access
AUGCL,TXMA,'2010,3/31/2026,288.87,0.27,0.75,"Augers, Crawler Mounted",Texoma,'TAURUS
AUGCL,TXMA,'2100,3/31/2026,162.75,0.27,0.75,"Augers, Crawler Mounted",Texoma,'700CL
AUGCL,WATS,'2500,3/31/2026,128.37,0.27,0.75,"Augers, Crawler Mounted",Watson,'2000CM
AUGCL,WATS,'2505,3/31/2026,196.63,0.27,0.75,"Augers, Crawler Mounted",Watson,'2500CM
AUGCL,WATS,'2510,3/31/2026,223.09,0.27,0.75,"Augers, Crawler Mounted",Watson,'3000CM
AUGCL,WATS,'2515,3/31/2026,230.64,0.27,0.75,"Augers, Crawler Mounted",Watson,'3100CM
AUGHZ,AKMN,'5000,3/31/2026,123.27,0.26,0.76,"Augers, Horizontal",Akkerman,'360
AUGHZ,AKMN,'5002,3/31/2026,126.34,0.26,0.76,"Augers, Horizontal",Akkerman,'420 series 1250
AUGHZ,AMAU,'5014,3/31/2026,36.16,0.26,0.76,"Augers, Horizontal",American Auger,'36-350
AUGHZ,BORZ,'5040,3/31/2026,12.8,0.26,0.76,"Augers, Horizontal",Borzall,'2300-10
AUGHZ,BORZ,'5042,3/31/2026,17.91,0.26,0.76,"Augers, Horizontal",Borzall,'4265-10
AUGHZ,D-W,'5040,3/31/2026,55.06,0.26,0.76,"Augers, Horizontal",Ditch Witch,'2510
AUGTK,ATLN,'5000,3/31/2026,204.43,0.21,0.81,"Augers, Truck Mounted",Atlantic,'LDH-80
AUGTK,ATLN,'5005,3/31/2026,173.71,0.21,0.81,"Augers, Truck Mounted",Atlantic,'LDH-100
AUGTK,ATLN,'5010,3/31/2026,221.4,0.21,0.81,"Augers, Truck Mounted",Atlantic,'LLDH-80
AUGTK,ATLN,'5015,3/31/2026,235.25,0.21,0.81,"Augers, Truck Mounted",Atlantic,'LLDH-120
AUGTK,CALW,'5050,3/31/2026,123.89,0.21,0.81,"Augers, Truck Mounted",Calweld,'150-A
AUGTK,CALW,'5052,3/31/2026,145.01,0.21,0.81,"Augers, Truck Mounted",Calweld,'200
AUGTK,CALW,'5054,3/31/2026,243.54,0.21,0.81,"Augers, Truck Mounted",Calweld,'4500LH
AUGTK,HUGH,'5070,3/31/2026,74.92,0.21,0.81,"Augers, Truck Mounted",Hughes,'EZ 112
AUGTK,HUGH,'5071,3/31/2026,84.6,0.21,0.81,"Augers, Truck Mounted",Hughes,'EZ 120
AUGTK,HUGH,'5072,3/31/2026,134.58,0.21,0.81,"Augers, Truck Mounted",Hughes,'LDH-100
AUGTK,HUGH,'5074,3/31/2026,132.96,0.21,0.81,"Augers, Truck Mounted",Hughes,'LDH-80
AUGTK,HUGH,'5076,3/31/2026,194.65,0.21,0.81,"Augers, Truck Mounted",Hughes,'LLDH-120
AUGTK,HUGH,'5078,3/31/2026,181.26,0.21,0.81,"Augers, Truck Mounted",Hughes,'LLDH-80
AUGTK,PDE,'5084,3/31/2026,58.94,0.21,0.81,"Augers, Truck Mounted",P.D.E.,'M -100
AUGTK,PDE,'5085,3/31/2026,41.8,0.21,0.81,"Augers, Truck Mounted",P.D.E.,'M-400 with hammer
AUGTK,TXMA,'5087,3/31/2026,123.1,0.21,0.81,"Augers, Truck Mounted",Texoma,'Economatic 115
AUGTK,TXMA,'5089,3/31/2026,126.52,0.21,0.81,"Augers, Truck Mounted",Texoma,'Super Economatic
AUGTK,TXMA,'5090,3/31/2026,157.42,0.21,0.81,"Augers, Truck Mounted",Texoma,'80
AUGTK,TXMA,'5093,3/31/2026,123.47,0.21,0.81,"Augers, Truck Mounted",Texoma,'270
AUGTK,TXMA,'5095,3/31/2026,129.92,0.21,0.81,"Augers, Truck Mounted",Texoma,'330
AUGTK,TXMA,'5095B,3/31/2026,144.54,0.21,0.81,"Augers, Truck Mounted",Texoma,'330 with hammer
AUGTK,TXMA,'5096B,3/31/2026,146.48,0.21,0.81,"Augers, Truck Mounted",Texoma,'500 with hammer
AUGTK,TXMA,'5097,3/31/2026,152.2,0.21,0.81,"Augers, Truck Mounted",Texoma,'600
AUGTK,TXMA,'5099,3/31/2026,229.07,0.21,0.81,"Augers, Truck Mounted",Texoma,'700
AUGTK,WATS,'6010,3/31/2026,110.49,0.21,0.81,"Augers, Truck Mounted",Watson,'1000
AUGTK,WATS,'6012,3/31/2026,190.84,0.21,0.81,"Augers, Truck Mounted",Watson,'2000
AUGTK,WATS,'6014,3/31/2026,207.03,0.21,0.81,"Augers, Truck Mounted",Watson,'3000
BITDT,TLMD,'0-300,3/31/2026,9.53,0.13,0.88,Bituminous Distributors,Trailer Mounted,'0                             1136 (300)
BITDT,TRMD,'00-08,3/31/2026,95.61,0.13,0.88,Bituminous Distributors,Truck Mounted,'0                               3028  (800)
BITDT,TRMD,'08-14,3/31/2026,119.18,0.13,0.88,Bituminous Distributors,Truck Mounted,'3028      (800)          5299 (1400)
BITDT,TRMD,'14-18,3/31/2026,122.06,0.13,0.88,Bituminous Distributors,Truck Mounted,'5299    (1400)          6831 (1800)
BITDT,TRMD,'18-30,3/31/2026,124.49,0.13,0.88,Bituminous Distributors,Truck Mounted,'6831    (1800)        11355 (3000)
BITDT,TRMD,'30-40,3/31/2026,129.65,0.13,0.88,Bituminous Distributors,Truck Mounted,'11355  (3000)        15140 (4000)
BRMSW,MTTD,'ALL,3/31/2026,40.8,0.14,0.87,Brooms & Sweeping Equipment,Brooms - Mounted & Towed,'ALL
BRMSW,SFPR,'ALL,3/31/2026,59.27,0.14,0.87,Brooms & Sweeping Equipment,Brooms - Self Propelled,'ALL
BRMSW,SWSP,'0-3,3/31/2026,136.56,0.14,0.87,Brooms & Sweeping Equipment,"Sweepers - Self Propelled, Pick Up",'0                       2.3 (3.0)
BRMSW,SWSP,'3-6,3/31/2026,181.3,0.14,0.87,Brooms & Sweeping Equipment,"Sweepers - Self Propelled, Pick Up",'2.3 (3.0)           4.6 (6.0)
BRMSW,SWSP,'6-9,3/31/2026,213.01,0.14,0.87,Brooms & Sweeping Equipment,"Sweepers - Self Propelled, Pick Up",'4.6 (6.0)           6.9 (9.0)
BRUCP,BCSM,'00-09,3/31/2026,41.14,0.07,0.94,Brush Chipping & Shredding Machines,Brush Chip & Shred,'0                     230   (9)
BRUCP,BCSM,'09-12,3/31/2026,64.43,0.07,0.94,Brush Chipping & Shredding Machines,Brush Chip & Shred,'230 (9)            300 (12)
BRUCP,BCSM,'12-16,3/31/2026,63.4,0.07,0.94,Brush Chipping & Shredding Machines,Brush Chip & Shred,'300 (12)          405 (16)
COMHG,COMP,'0-250,3/31/2026,5.36,0.18,0.83,"Compactors, Hand Guided",Compactors,'0                   113 (250)
COMHG,COMP,'250,3/31/2026,12.79,0.18,0.83,"Compactors, Hand Guided",Compactors,'113 (250)      & Higher
CONMX,SORP,'0-3.5,3/31/2026,2.93,0.12,0.9,Concrete Mixers,Stationary Or Portable,'0                  0.10   (3.5)
CONMX,SORP,'03.5-6,3/31/2026,4.26,0.12,0.9,Concrete Mixers,Stationary Or Portable,'0.10 (3.5)     0.17   (6.0)
CONMX,SORP,'06-11,3/31/2026,5.48,0.12,0.9,Concrete Mixers,Stationary Or Portable,'0.17 (6.0)     0.31    (11)
CONMX,SORP,'11-16,3/31/2026,7.77,0.12,0.9,Concrete Mixers,Stationary Or Portable,'0.31 (11)      0.45    (16)
CONMX,TRMX,'09-10,3/31/2026,201.47,0.12,0.9,Concrete Mixers,Transit Mix,'6.4 (9)              7.6 (10)
CONMX,TRMX,'10-12,3/31/2026,201.88,0.12,0.9,Concrete Mixers,Transit Mix,'7.6 (10)            9.2 (12)
CONPM,ELBA,'1000,3/31/2026,119.72,0.15,0.87,Concrete Pumps,Elba,'K-8020
CONPM,MACO,'1020,3/31/2026,22.4,0.15,0.87,Concrete Pumps,Mayco,'C-30HD
CONPM,MACO,'1024,3/31/2026,37.7,0.15,0.87,Concrete Pumps,Mayco,'LST-30/60S
CONPM,SHWG,'1050,3/31/2026,42.37,0.15,0.87,Concrete Pumps,Schwing,'BPA-1000
CONPM,SHWG,'1052,3/31/2026,59.25,0.15,0.87,Concrete Pumps,Schwing,'WP-1000X
CONPM,SHWG,'1054,3/31/2026,76.96,0.15,0.87,Concrete Pumps,Schwing,'WP-1250X
CONPM,SHWG,'1055,3/31/2026,112,0.15,0.87,Concrete Pumps,Schwing,'900-1200 w/28 m boom
CONPM,SHWG,'1057,3/31/2026,133.59,0.15,0.87,Concrete Pumps,Schwing,'900-1200 w/32 m boom
CONPM,SHWG,'1058,3/31/2026,142.94,0.15,0.87,Concrete Pumps,Schwing,'BPL 1200 w/36 m boom
CONPM,THOM,'1070,3/31/2026,29.73,0.15,0.87,Concrete Pumps,Thomsen,'A-3.75 w/ mixer
CONPM,THOM,'1072,3/31/2026,26.88,0.15,0.87,Concrete Pumps,Thomsen,'A-7
CONPM,THOM,'1078,3/31/2026,139.44,0.15,0.87,Concrete Pumps,Thomsen,'11 pump w/28 m boom
CONPM,THOM,'1082,3/31/2026,147.14,0.15,0.87,Concrete Pumps,Thomsen,'12 pump w/32 m boom
CONPM,THOM,'1084,3/31/2026,196.61,0.15,0.87,Concrete Pumps,Thomsen,'14 pump w/36 m boom
CONSF,CMI,'2002,3/31/2026,191.93,0.18,0.85,Concrete Slipform Pavers,C.M.I.,'SF-250
CONSF,CMI,'2004,3/31/2026,298.46,0.18,0.85,Concrete Slipform Pavers,C.M.I.,'SF-350 series 2
CONSF,CMI,'2006,3/31/2026,405.84,0.18,0.85,Concrete Slipform Pavers,C.M.I.,'SF-550
CONSF,GOMA,'2020,3/31/2026,195.75,0.18,0.85,Concrete Slipform Pavers,Gomaco,'GP-2000
CONSF,GOMA,'2022,3/31/2026,221.44,0.18,0.85,Concrete Slipform Pavers,Gomaco,'GP-2500
CONSF,GOMA,'2024,3/31/2026,311.23,0.18,0.85,Concrete Slipform Pavers,Gomaco,'GP-3500
CONVB,CVIB,'EVHD,3/31/2026,1.34,0.33,0.69,Concrete Vibrators,Concrete Vibrators,'Each Vibrating Head
CRBEX,CEM,'0-18,3/31/2026,44.17,0.22,0.82,Curb Extrusion Machines,Curb Extrusion Machine,'0                460 (18)
CRBEX,CEM,'18 PLUS,3/31/2026,127.54,0.22,0.82,Curb Extrusion Machines,Curb Extrusion Machine,'460 (18)      & Over
CRBSF,CMI,'3000,3/31/2026,140.7,0.2,0.84,Concrete Barrier Slipform Pavers,C.M.I.,'SF-175
CRBSF,CURB,'3020,3/31/2026,85.7,0.2,0.84,Concrete Barrier Slipform Pavers,Curbmaster,'CMT-800
CRBSF,GOMA,'3040,3/31/2026,97.16,0.2,0.84,Concrete Barrier Slipform Pavers,Gomaco,'GT-6000-(78&90)
CRBSF,GOMA,'3045,3/31/2026,109.53,0.2,0.84,Concrete Barrier Slipform Pavers,Gomaco,'COMMANDER II
CRBSF,GOMA,'3050,3/31/2026,152.78,0.2,0.84,Concrete Barrier Slipform Pavers,Gomaco,'COMMANDER III
CRBSF,MILL,'3063,3/31/2026,114.13,0.2,0.84,Concrete Barrier Slipform Pavers,Miller Formless,'M-7500
CRBSF,MILL,'3065,3/31/2026,160.09,0.2,0.84,Concrete Barrier Slipform Pavers,Miller Formless,'M-8100
CRBSF,MILL,'3067,3/31/2026,197.52,0.2,0.84,Concrete Barrier Slipform Pavers,Miller Formless,'M-8800
ELGEN,GEN,'000-001,3/31/2026,1.1,0.13,0.89,Electric Generators & Light Plants,Generator,'0                        1
ELGEN,GEN,'001-003,3/31/2026,2.55,0.13,0.89,Electric Generators & Light Plants,Generator,'1                        3
ELGEN,GEN,'003-008,3/31/2026,5.25,0.13,0.89,Electric Generators & Light Plants,Generator,'3                     7.5
ELGEN,GEN,'008-015,3/31/2026,11.76,0.13,0.89,Electric Generators & Light Plants,Generator,'7.5                    15
ELGEN,GEN,'015-025,3/31/2026,18.44,0.13,0.89,Electric Generators & Light Plants,Generator,'15                     25
ELGEN,GEN,'025-050,3/31/2026,18.68,0.13,0.89,Electric Generators & Light Plants,Generator,'25                     50
ELGEN,GEN,'050-100,3/31/2026,33.51,0.13,0.89,Electric Generators & Light Plants,Generator,'50                   100
ELGEN,GEN,'100-200,3/31/2026,67.49,0.13,0.89,Electric Generators & Light Plants,Generator,'100                 200
ELGEN,GEN,'200-300,3/31/2026,114.65,0.13,0.89,Electric Generators & Light Plants,Generator,'200                 300
ELGEN,GEN,'300-400,3/31/2026,156.38,0.13,0.89,Electric Generators & Light Plants,Generator,'300                 400
ELGEN,GEN,'400-500,3/31/2026,196.01,0.13,0.89,Electric Generators & Light Plants,Generator,'400                 500
ELGEN,LITE,'2 LIGHT,3/31/2026,5.36,0.13,0.89,Electric Generators & Light Plants,Lights,'2 Light Set
ELGEN,LITE,'4 LIGHT,3/31/2026,10.93,0.13,0.89,Electric Generators & Light Plants,Lights,'4 Light Set
ELTOL,TOOL,'045-060,3/31/2026,0.38,0.62,0.41,Electric Powered Hand Tools,Tools,'450                 600
ELTOL,TOOL,'060-080,3/31/2026,0.51,0.62,0.41,Electric Powered Hand Tools,Tools,'600                 800
ELTOL,TOOL,'080-100,3/31/2026,0.64,0.62,0.41,Electric Powered Hand Tools,Tools,'800               1000
FKLFT,FLT,'010-040,3/31/2026,39.43,0.21,0.8,Fork Lift Trucks,Fork Lift Trucks,'454        (1000)        1814   (4000)
FKLFT,FLT,'040-060,3/31/2026,52.5,0.21,0.8,Fork Lift Trucks,Fork Lift Trucks,'1814      (4000)        2722   (6000)
FKLFT,FLT,'060-080,3/31/2026,59.19,0.21,0.8,Fork Lift Trucks,Fork Lift Trucks,'2722      (6000)        3629   (8000)
FKLFT,FLT,'080-120,3/31/2026,82.09,0.21,0.8,Fork Lift Trucks,Fork Lift Trucks,'3629      (8000)        5443 (12000)
FKLFT,FLT,'120-160,3/31/2026,86.17,0.21,0.8,Fork Lift Trucks,Fork Lift Trucks,'5443    (12000)        7258 (16000)
FKLFT,FLT,'160-200,3/31/2026,100.92,0.21,0.8,Fork Lift Trucks,Fork Lift Trucks,'7258    (16000)        9072 (20000)
FKLFT,FLT,'200-250,3/31/2026,99.76,0.21,0.8,Fork Lift Trucks,Fork Lift Trucks,'9072    (20000)      11340 (25000)
FKLFT,FLT,'250-300,3/31/2026,110.13,0.21,0.8,Fork Lift Trucks,Fork Lift Trucks,'11340  (25000)       13608 (30000)
